Price,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AMZN,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
2025-12-02 14:30:00+00:00,,284.57000732421875,,316.5769958496094,642.2525024414062,108.16500091552734,285.3089904785156,,318.6000061035156,643.8790893554688,109.20999908447266,282.6300964355469,,314.7070007324219,638.0700073242188,107.94999694824219,283.0,,316.8999938964844,642.5850219726562,109.20500183105469,7878173,,3727937,1873238,3856657
2025-12-02 15:30:00+00:00,,285.5400085449219,,314.860107421875,639.468994140625,107.92500305175781,287.3999938964844,,318.4800109863281,645.8499755859375,108.62999725341797,284.1499938964844,,314.2200012207031,638.75,107.81999969482422,284.5400085449219,,316.5880126953125,642.3200073242188,108.16000366210938,6214915,,2203455,1270310,1887054
2025-12-02 16:30:00+00:00,,285.8699951171875,,315.989990234375,644.8300170898438,108.44999694824219,285.9999084472656,,316.20001220703125,645.6199951171875,108.44999694824219,284.8299865722656,,314.40008544921875,638.2000122070312,107.5199966430664,285.5400085449219,,314.80999755859375,639.25,107.91999816894531,2847056,,1186186,848008,1634196
2025-12-02 17:30:00+00:00,,285.2149963378906,,316.5,645.8900146484375,108.95999908447266,286.3399963378906,,316.70001220703125,646.8900146484375,109.16999816894531,284.94000244140625,,314.45001220703125,642.9000244140625,108.45149993896484,285.8800048828125,,316.010009765625,644.864013671875,108.45999908447266,2725658,,1275012,709671,1377594
2025-12-02 18:30:00+00:00,,285.625,,316.8843078613281,646.239990234375,109.31999969482422,286.1300048828125,,317.2699890136719,647.6699829101562,109.45999908447266,285.0150146484375,,316.05999755859375,644.510009765625,108.76000213623047,285.20001220703125,,316.42999267578125,645.7999877929688,108.95500183105469,2146948,,777753,653026,1523039
2025-12-02 19:30:00+00:00,,286.239990234375,,316.0,647.0050048828125,109.54000091552734,286.82000732421875,,317.260009765625,647.3599243164062,109.62999725341797,285.5801086425781,,315.739990234375,645.5499877929688,109.2750015258789,285.6000061035156,,316.80999755859375,646.0599975585938,109.31999969482422,2898388,,819999,608568,1194338
2025-12-02 20:30:00+00:00,,286.2300109863281,,316.07000732421875,647.0900268554688,109.33499908447266,286.6099853515625,,316.30999755859375,647.8699951171875,109.7300033569336,285.7099914550781,,315.30999755859375,646.260009765625,109.16000366210938,286.239990234375,,315.9599914550781,647.0399780273438,109.54499816894531,3132652,,1187811,882700,1879108
2025-12-03 14:30:00+00:00,,287.34051513671875,,317.9150085449219,643.4041748046875,102.86499786376953,288.6099853515625,,319.1600036621094,648.8499145507812,106.87000274658203,285.8999938964844,,314.2799987792969,641.6118774414062,102.02999877929688,286.20001220703125,,316.05999755859375,644.4099731445312,106.57499694824219,6627228,,3546038,1590547,11991978
2025-12-03 15:30:00+00:00,,286.4100036621094,,319.5350036621094,642.5800170898438,103.50499725341797,287.5899963378906,,320.44049072265625,644.8399047851562,103.73999786376953,285.75,,317.4419860839844,641.8200073242188,102.51000213623047,287.32000732421875,,317.8900146484375,643.2750244140625,102.87000274658203,3581593,,2686121,944738,5459911
2025-12-03 16:30:00+00:00,,286.385009765625,,320.67999267578125,645.8233032226562,103.80000305175781,286.82000732421875,,321.25,645.8300170898438,103.83999633789062,285.5,,319.3949890136719,642.4949951171875,103.20999908447266,286.4200134277344,,319.510009765625,642.5499877929688,103.50499725341797,2126959,,1901138,663862,2795629
2025-12-03 17:30:00+00:00,,285.6792907714844,,321.5050048828125,644.7000122070312,103.56500244140625,286.44000244140625,,321.8320007324219,645.9199829101562,103.81999969482422,285.3399963378906,,320.20001220703125,644.27001953125,103.3499984741211,286.3500061035156,,320.6099853515625,645.77001953125,103.80000305175781,2127386,,1116778,408413,2449917
2025-12-03 18:30:00+00:00,,285.2099914550781,,320.8599853515625,644.1849975585938,103.39990234375,285.94000244140625,,322.0400085449219,645.2999877929688,103.66449737548828,284.8843078613281,,320.82000732421875,643.1838989257812,103.08000183105469,285.67999267578125,,321.6199951171875,644.614990234375,103.56999969482422,1618603,,1158009,474190,2592187
2025-12-03 19:30:00+00:00,,284.55499267578125,,321.7799987792969,644.1181030273438,104.18499755859375,285.2499084472656,,321.79998779296875,645.3200073242188,104.30999755859375,284.2749938964844,,320.3915100097656,643.8800048828125,103.33999633789062,285.2300109863281,,320.8599853515625,644.239990234375,103.3949966430664,11158331,,962182,551421,3564960
2025-12-03 20:30:00+00:00,,284.1499938964844,,320.5400085449219,639.739990234375,103.97000122070312,284.70001220703125,,321.8070068359375,644.27001953125,104.27999877929688,283.5400085449219,,320.3699951171875,638.5999755859375,103.5999984741211,284.54998779296875,,321.739990234375,644.0349731445312,104.18000030517578,0,,2631653,1310744,4121724
2025-12-04 14:30:00+00:00,,281.2250061035156,,317.510009765625,665.72998046875,102.54000091552734,284.7300109863281,,323.0350036621094,676.0,103.63999938964844,280.2699890136719,,315.6000061035156,660.1099853515625,102.26000213623047,284.1099853515625,,323.0350036621094,675.9000244140625,103.48500061035156,6410843,,4390383,10059794,9053564
2025-12-04 15:30:00+00:00,,280.2799987792969,,316.80999755859375,664.8499755859375,102.12000274658203,281.6000061035156,,317.7799987792969,667.5900268554688,102.83999633789062,279.80999755859375,,315.9549865722656,662.0800170898438,102.06999969482422,281.2099914550781,,317.44000244140625,665.6500244140625,102.53500366210938,2986361,,1177250,2532344,5711567
2025-12-04 16:30:00+00:00,,280.114990234375,,317.06500244140625,668.1900024414062,102.27999877929688,280.9335021972656,,317.7040100097656,669.6699829101562,102.54000091552734,279.93780517578125,,316.6300048828125,664.4600219726562,101.7699966430664,280.2850036621094,,316.7699890136719,664.739990234375,102.11499786376953,2285394,,1003034,1608145,4164476
2025-12-04 17:30:00+00:00,,280.0050048828125,,317.68499755859375,664.7650146484375,102.96890258789062,280.4866943359375,,318.6549987792969,668.3400268554688,103.11000061035156,279.6400146484375,,316.4800109863281,661.8699951171875,102.20999908447266,280.1300048828125,,317.0775146484375,668.2050170898438,102.28500366210938,1806229,,882040,1307691,3153877
2025-12-04 18:30:00+00:00,,278.8599853515625,,317.281005859375,662.7999267578125,103.06500244140625,280.1000061035156,,318.1499938964844,665.489990234375,103.29000091552734,278.5899963378906,,316.7300109863281,662.260009765625,102.80999755859375,279.989990234375,,317.6000061035156,664.7100219726562,102.96499633789062,2574486,,805792,879092,2575441
