Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-14 13:30:00+00:00,247.02000427246094,216.4250030517578,245.11000061035156,709.8980102539062,1215.1099853515625,247.22999572753906,216.60000610351562,245.24000549316406,710.989990234375,1215.4150390625,244.6999969482422,212.60000610351562,241.17750549316406,699.3300170898438,1203.0999755859375,246.61500549316406,215.39999389648438,241.86000061035156,708.0,1214.75,6901149,13903268,3262497,2649450,595882
2025-10-14 14:30:00+00:00,246.21400451660156,216.4949951171875,246.11000061035156,710.8900146484375,1216.02001953125,247.74989318847656,217.06959533691406,246.60000610351562,712.1373291015625,1222.3699951171875,246.1199951171875,215.97999572753906,244.83059692382812,707.8499755859375,1213.363037109375,247.0,216.4250030517578,245.0800018310547,709.8099975585938,1215.1300048828125,3292430,5601692,2556920,744607,266233
2025-10-14 15:30:00+00:00,247.38999938964844,218.3000030517578,247.46499633789062,712.8699951171875,1222.760009765625,247.75,218.49989318847656,248.0240020751953,715.5399780273438,1223.8900146484375,246.1699981689453,216.47000122070312,246.14999389648438,710.7949829101562,1215.47998046875,246.22999572753906,216.4949951171875,246.14999389648438,710.7949829101562,1216.9300537109375,2724013,3960722,1681124,888374,203833
2025-10-14 16:30:00+00:00,247.79800415039062,218.9199981689453,247.47999572753906,714.0499877929688,1218.2650146484375,248.035400390625,219.32000732421875,247.89500427246094,714.9450073242188,1224.2899169921875,247.38499450683594,218.0399932861328,246.6367950439453,711.739990234375,1217.31005859375,247.38999938964844,218.2899932861328,247.5,712.8599853515625,1223.8699951171875,2048766,3463725,1026217,643456,163728
2025-10-14 17:30:00+00:00,247.48500061035156,217.55999755859375,247.5500030517578,711.2100219726562,1220.010009765625,247.82000732421875,219.05999755859375,247.64999389648438,714.0599975585938,1222.4599609375,247.17999267578125,216.82000732421875,247.05999755859375,710.2999877929688,1216.8599853515625,247.80999755859375,218.9250030517578,247.50999450683594,714.0599975585938,1218.219970703125,2132596,3966278,656961,510481,154383
2025-10-14 18:30:00+00:00,248.4199981689453,217.48500061035156,246.53500366210938,711.52001953125,1215.8399658203125,248.75,217.73500061035156,247.5189971923828,712.7399291992188,1220.5400390625,247.14439392089844,216.87339782714844,246.4857940673828,710.4000244140625,1214.43994140625,247.49000549316406,217.57000732421875,247.5189971923828,711.3900146484375,1220.010009765625,3822730,4374080,764146,531401,178803
2025-10-14 19:30:00+00:00,247.85000610351562,216.44000244140625,246.19000244140625,708.77001953125,1215.72998046875,248.84500122070312,217.52000427246094,246.5800018310547,711.7769775390625,1216.1800537109375,246.72999572753906,215.3699951171875,244.5,704.8599853515625,1210.010009765625,248.42999267578125,217.49000549316406,246.5500030517578,711.6199951171875,1216.1650390625,4482259,5250080,1868966,1297305,382074
2025-10-15 13:30:00+00:00,250.85000610351562,216.1999969482422,251.97000122070312,721.1749877929688,1214.1500244140625,251.82000732421875,217.7100067138672,252.60000610351562,723.0499877929688,1218.0,248.63999938964844,215.91009521484375,246.7899932861328,713.25,1206.0,249.3800048828125,216.6999969482422,247.91000366210938,716.8599853515625,1213.010009765625,8163531,10791942,3814027,2619944,417645
